PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
LOS RÍOS,BABAHOYO,SEPTIEMBRE,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,NARANJITO,SEPTIEMBRE,VIERNES,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,5,0,5
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SEPTIEMBRE,MARTES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SEPTIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,MILAGRO,SEPTIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
CHIMBORAZO,RIOBAMBA,SEPTIEMBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
COTOPAXI,LATACUNGA,SEPTIEMBRE,MARTES,05:00 A 05:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
MORONA SANTIAGO,SUCÚA,SEPTIEMBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,0,0,0
CAÑAR,AZOGUES,SEPTIEMBRE,MARTES,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,1,1
MORONA SANTIAGO,SUCÚA,SEPTIEMBRE,MIÉRCOLES,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,RURAL,0,1,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,DOMINGO,05:00 A 05:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MIÉRCOLES,05:00 A 05:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,GUAYAQUIL,SEPTIEMBRE,JUEVES,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,YAGUACHI,OCTUBRE,DOMINGO,05:00 A 05:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,NARANJAL,OCTUBRE,JUEVES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,OCTUBRE,VIERNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
GUAYAS,NARANJAL,OCTUBRE,VIERNES,05:00 A 05:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,DOMINGO,05:00 A 05:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,1,1,2
MORONA SANTIAGO,SUCÚA,OCTUBRE,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,LATACUNGA,OCTUBRE,DOMINGO,05:00 A 05:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
ORELLANA,ORELLANA,OCTUBRE,SÁBADO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,LATACUNGA,OCTUBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,2,2
MORONA SANTIAGO,SUCÚA,OCTUBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,CAYAMBE,NOVIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,NOVIEMBRE,MARTES,05:00 A 05:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,2,0,2
PICHINCHA,MEJIA,NOVIEMBRE,JUEVES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,MEJIA,NOVIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,JUEVES,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,DOMINGO,05:00 A 05:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,NOVIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,DURÁN,NOVIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
SANTA ELENA,LA LIBERTAD,NOVIEMBRE,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,BALZAR,NOVIEMBRE,VIERNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,2,3
MANABÍ,JIPIJAPA,NOVIEMBRE,VIERNES,05:00 A 05:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,MARTES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,MARTES,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTA ELENA,SANTA ELENA,DICIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MANABÍ,SANTA ANA,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,EL TRIUNFO,DICIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
GUAYAS,EL EMPALME,DICIEMBRE,LUNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
MANABÍ,PORTOVIEJO,DICIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,SAMBORONDÓN,DICIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,GUAYAQUIL,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,DICIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
GUAYAS,GUAYAQUIL,DICIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,DICIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,FACTORES CLIMÁTICOS,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
BOLÍVAR,SAN MIGUEL,DICIEMBRE,LUNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
AZUAY,CUENCA,MAYO,LUNES,05:00 A 05:59,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
CHIMBORAZO,RIOBAMBA,FEBRERO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,DOMINGO,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
AZUAY,CUENCA,MAYO,JUEVES,05:00 A 05:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,SAMBORONDÓN,DICIEMBRE,SÁBADO,05:00 A 05:59,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,YAGUACHI,ENERO,DOMINGO,05:00 A 05:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,FEBRERO,VIERNES,05:00 A 05:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,LUNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,JUEVES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MAYO,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
MANABÍ,JIPIJAPA,JULIO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,LUNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SEPTIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
GUAYAS,GUAYAQUIL,OCTUBRE,SÁBADO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,SAMBORONDÓN,AGOSTO,LUNES,05:00 A 05:59,CHOQUES,EXCESO VELOCIDAD,URBANA,4,0,4
LOS RÍOS,BUENA FÉ,NOVIEMBRE,VIERNES,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
TUNGURAHUA,AMBATO,JUNIO,DOMINGO,05:00 A 05:59,ATROPELLOS,EMBRIAGUEZ O DROGA,RURAL,0,1,1
GUAYAS,GUAYAQUIL,MARZO,LUNES,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
IMBABURA,PIMAMPIRO,ENERO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,NOBOL,ENERO,MIÉRCOLES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
SANTA ELENA,SALINAS,ENERO,SÁBADO,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
COTOPAXI,LATACUNGA,ENERO,DOMINGO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
MANABÍ,ROCAFUERTE,ENERO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,4,1,5
IMBABURA,ANTONIO ANTE,FEBRERO,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,MARTES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CHIMBORAZO,RIOBAMBA,MARZO,VIERNES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MORONA SANTIAGO,MORONA,ABRIL,MIÉRCOLES,05:00 A 05:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,0,1,1
PASTAZA,PASTAZA,ABRIL,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
LOS RÍOS,PUEBLOVIEJO,MAYO,JUEVES,05:00 A 05:59,ROZAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,MIÉRCOLES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
ZAMORA CHINCHIPE,ZAMORA,JULIO,MIÉRCOLES,05:00 A 05:59,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
AZUAY,CUENCA,JULIO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,DURÁN,JULIO,MIÉRCOLES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,LUNES,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,1,0,1
CHIMBORAZO,RIOBAMBA,AGOSTO,DOMINGO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,NARANJITO,AGOSTO,SÁBADO,05:00 A 05:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
MANABÍ,JIPIJAPA,AGOSTO,LUNES,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,GUAYAQUIL,AGOSTO,JUEVES,05:00 A 05:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,AGOSTO,JUEVES,05:00 A 05:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,SÁBADO,05:00 A 05:59,VOLCAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,EL TRIUNFO,SEPTIEMBRE,LUNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,7,0,7
MANABÍ,MONTECRISTI,SEPTIEMBRE,MARTES,05:00 A 05:59,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,RURAL,1,0,1
LOJA,LOJA,SEPTIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
EL ORO,MACHALA,SEPTIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,DURÁN,OCTUBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
LOS RÍOS,PUEBLOVIEJO,OCTUBRE,LUNES,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,RURAL,0,0,0
CHIMBORAZO,RIOBAMBA,NOVIEMBRE,DOMINGO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,NOVIEMBRE,VIERNES,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,1,1
GUAYAS,PLAYAS,NOVIEMBRE,SÁBADO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,3,0,3
LOJA,LOJA,NOVIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA, ,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,SANTA LUCIA,DICIEMBRE,VIERNES,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOS RÍOS,VENTANAS,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
AZUAY,CUENCA,DICIEMBRE,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,MARTES,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
EL ORO,HUAQUILLAS,DICIEMBRE,LUNES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,1,2
CHIMBORAZO,RIOBAMBA,MAYO,DOMINGO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
AZUAY,CUENCA,NOVIEMBRE,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
AZUAY,CUENCA,NOVIEMBRE,JUEVES,05:00 A 05:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
BOLÍVAR,GUARANDA,JUNIO,SÁBADO,05:00 A 05:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,3,1,4
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,JUEVES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,3,0,3
AZUAY,CUENCA,JULIO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
SANTA ELENA,LA LIBERTAD,ENERO,JUEVES,05:00 A 05:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
CHIMBORAZO,RIOBAMBA,ENERO,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
TUNGURAHUA,AMBATO,ENERO,MARTES,05:00 A 05:59,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,SÁBADO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,FEBRERO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
GUAYAS,GUAYAQUIL,FEBRERO,JUEVES,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,FEBRERO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,DOMINGO,05:00 A 05:59,VOLCAMIENTOS,EXCESO VELOCIDAD,RURAL,5,0,5
GUAYAS,GUAYAQUIL,MARZO,DOMINGO,05:00 A 05:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,MARZO,MARTES,05:00 A 05:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,MIÉRCOLES,05:00 A 05:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,DOMINGO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,RURAL,0,0,0
GUAYAS,EL EMPALME,ABRIL,SÁBADO,05:00 A 05:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,3,4
EL ORO,PASAJE,MAYO,MIÉRCOLES,05:00 A 05:59,ROZAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,2,0,2
LOJA,LOJA,MAYO,VIERNES,05:00 A 05:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
COTOPAXI,LATACUNGA,MAYO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MAYO,SÁBADO,05:00 A 05:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
